date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2026-05-08,sh.000001,4163.8537,4183.0631,4154.2456,4179.9524,4180.0922,69701909400.0,1331673066130.8,3.0,1.437485,1.0,-0.003344,0.0,0.0,0.0,0.0,0.0
2026-05-11,sh.000001,4201.3465,4229.5795,4186.0819,4225.0207,4179.9524,76273628700.0,1584366746239.2,3.0,1.579482,1.0,1.078201,0.0,0.0,0.0,0.0,0.0
2026-05-12,sh.000001,4229.2833,4230.1839,4199.344,4214.4891,4225.0207,71898400200.0,1465272590579.1,3.0,1.479076,1.0,-0.249267,0.0,0.0,0.0,0.0,0.0
2026-05-13,sh.000001,4192.3145,4245.0684,4192.3145,4242.572,4214.4891,70501873900.0,1447463947685.1,3.0,1.445638,1.0,0.666342,0.0,0.0,0.0,0.0,0.0
2026-05-14,sh.000001,4256.1569,4258.8631,4177.9175,4177.9175,4242.572,76423500400.0,1498116800621.6,3.0,1.573126,1.0,-1.523946,0.0,0.0,0.0,0.0,0.0
2026-05-15,sh.000001,4174.175,4191.8068,4114.0856,4135.3894,4177.9175,73316235700.0,1519240026458.7,3.0,1.511287,1.0,-1.017926,0.0,0.0,0.0,0.0,0.0
2026-05-18,sh.000001,4120.1401,4145.6612,4108.6044,4131.5276,4135.3894,62723313700.0,1315084195447.2,3.0,1.293581,1.0,-0.093384,0.0,0.0,0.0,0.0,0.0
2026-05-19,sh.000001,4122.9608,4170.2887,4107.9944,4169.5378,4131.5276,61761106700.0,1306522478007.3,3.0,1.273059,1.0,0.920004,0.0,0.0,0.0,0.0,0.0
2026-05-20,sh.000001,4152.6984,4169.8468,4139.9744,4162.1845,4169.5378,62415203500.0,1358926939220.2,3.0,1.26262,1.0,-0.176358,0.0,0.0,0.0,0.0,0.0
2026-05-21,sh.000001,4174.3772,4199.5269,4074.2167,4077.2765,4162.1845,72721870100.0,1595726694714.8,3.0,1.490306,1.0,-2.039986,0.0,0.0,0.0,0.0,0.0
2026-05-22,sh.000001,4096.1723,4120.0875,4067.7471,4112.8996,4077.2765,58945964400.0,1285847521737.2,3.0,1.211336,1.0,0.873698,0.0,0.0,0.0,0.0,0.0
2026-05-25,sh.000001,4126.3376,4153.8788,4119.7996,4152.5686,4112.8996,61593086100.0,1445655378392.4,3.0,1.266527,1.0,0.964502,0.0,0.0,0.0,0.0,0.0
2026-05-26,sh.000001,4137.3196,4150.2888,4104.4593,4145.373,4152.5686,65477775600.0,1461685377747.7,3.0,1.33974,1.0,-0.173281,0.0,0.0,0.0,0.0,0.0
